sparsity,length,time_create_append,time_get_at_rank,time_get_at_index,time_num_elem_at,space,saving
0.050000,960000,1.938082,0.000037,0.000049,0.000079,2310432,29184992
0.050000,965000,1.916912,0.000037,0.000047,0.000079,2342648,29321216
0.050000,970000,1.913470,0.000039,0.000050,0.000080,2336600,29488000
0.050000,975000,1.918848,0.000040,0.000050,0.000081,2333936,29652128
0.050000,980000,1.982558,0.000054,0.000052,0.000079,2374792,29781440
0.050000,985000,1.981763,0.000039,0.000049,0.000080,2380888,29938560
0.050000,990000,1.980115,0.000040,0.000048,0.000077,2392144,30091552
0.050000,995000,1.919158,0.000046,0.000050,0.000078,2410864,30238624
0.050000,1000000,1.946727,0.000038,0.000044,0.000076,2411840,30399840
0.100000,5000,0.000533,0.000016,0.000027,0.000063,15448,143552
0.100000,10000,0.001395,0.000015,0.000027,0.000063,32016,286048
0.100000,15000,0.002512,0.000015,0.000026,0.000063,50960,430304
0.100000,20000,0.003667,0.000016,0.000025,0.000064,66192,577376
0.100000,25000,0.005627,0.000015,0.000026,0.000065,87280,719360
0.100000,30000,0.007708,0.000016,0.000027,0.000067,106992,862656
0.100000,35000,0.008379,0.000016,0.000026,0.000054,124656,1008832
0.100000,40000,0.010330,0.000017,0.000026,0.000054,145040,1151584
0.100000,45000,0.013123,0.000016,0.000025,0.000055,167664,1292096
0.100000,50000,0.015134,0.000017,0.000025,0.000055,180112,1442784
0.100000,55000,0.018429,0.000017,0.000025,0.000055,206960,1579008
0.100000,60000,0.020876,0.000017,0.000026,0.000055,218864,1730240
0.100000,65000,0.024702,0.000018,0.000027,0.000055,238064,1874176
0.100000,70000,0.030037,0.000017,0.000028,0.000068,258736,2014080
0.100000,75000,0.033066,0.000018,0.000029,0.000067,272400,2163360
0.100000,80000,0.037615,0.000018,0.000027,0.000068,291920,2306720
0.100000,85000,0.042795,0.000018,0.000027,0.000067,312816,2448832
0.100000,90000,0.048551,0.000018,0.000030,0.000071,330384,2594144
0.100000,95000,0.053254,0.000017,0.000030,0.000067,353392,2734080
0.100000,100000,0.059617,0.000018,0.000031,0.000068,373648,2877472
0.100000,105000,0.063359,0.000017,0.000030,0.000068,388928,3027552
0.100000,110000,0.070567,0.000019,0.000032,0.000067,419792,3165216
0.100000,115000,0.074945,0.000020,0.000031,0.000068,438496,3312608
0.100000,120000,0.082522,0.000020,0.000031,0.000068,460480,3457376
0.100000,125000,0.089333,0.000025,0.000033,0.000067,485768,3599552
0.100000,130000,0.134142,0.000048,0.000048,0.000093,503928,3747328
0.100000,135000,0.096459,0.000021,0.000033,0.000068,536536,3880064
0.100000,140000,0.099101,0.000025,0.000032,0.000067,549288,4032064
0.100000,145000,0.108042,0.000031,0.000036,0.000067,577424,4171808
0.100000,150000,0.114651,0.000021,0.000035,0.000067,602616,4313856
0.100000,155000,0.120246,0.000030,0.000033,0.000069,618392,4463488
0.100000,160000,0.126593,0.000035,0.000038,0.000067,633184,4613856
0.100000,165000,0.135938,0.000024,0.000034,0.000067,660240,4754464
0.100000,170000,0.141001,0.000018,0.000033,0.000066,673432,4906112
0.100000,175000,0.153898,0.000018,0.000034,0.000068,711808,5037664
0.100000,180000,0.161689,0.000032,0.000035,0.000081,731360,5184224
0.100000,185000,0.167420,0.000018,0.000033,0.000067,749832,5331648
0.100000,190000,0.179838,0.000022,0.000034,0.000068,778528,5470944
0.100000,195000,0.188388,0.000019,0.000032,0.000067,801960,5614400
0.100000,200000,0.197753,0.000032,0.000037,0.000068,824952,5758208
0.100000,205000,0.207012,0.000021,0.000034,0.000067,839968,5908448
0.100000,210000,0.215695,0.000021,0.000036,0.000067,869160,6047296
0.100000,215000,0.227332,0.000020,0.000034,0.000067,891312,6191776
0.100000,220000,0.238842,0.000024,0.000036,0.000068,915848,6334400
0.100000,225000,0.307624,0.000039,0.000043,0.000091,945800,6472640
0.100000,230000,0.266035,0.000037,0.000041,0.000068,967312,6617632
0.100000,235000,0.273725,0.000021,0.000033,0.000067,978512,6770976
0.100000,240000,0.281940,0.000024,0.000035,0.000067,1005744,6911392
0.100000,245000,0.296202,0.000029,0.000039,0.000068,1029496,7054592
0.100000,250000,0.307756,0.000030,0.000038,0.000068,1055712,7195872
0.100000,255000,0.324765,0.000037,0.000041,0.000068,1081784,7337216
0.100000,260000,0.329058,0.000022,0.000037,0.000068,1093696,7489888
0.100000,265000,0.315768,0.000035,0.000039,0.000069,1109528,7633280
0.100000,270000,0.329471,0.000034,0.000040,0.000069,1134112,7775712
0.100000,275000,0.339069,0.000026,0.000037,0.000069,1164216,7913728
0.100000,280000,0.346094,0.000035,0.000040,0.000068,1172120,8069504
0.100000,285000,0.359075,0.000044,0.000051,0.000077,1198504,8210496
0.100000,290000,0.382422,0.000045,0.000087,0.000069,1217808,8357152
0.100000,295000,0.395393,0.000029,0.000039,0.000068,1253952,8490336
0.100000,300000,0.397310,0.000034,0.000040,0.000068,1255280,8651424
0.100000,305000,0.413924,0.000031,0.000039,0.000070,1299280,8778272
0.100000,310000,0.424385,0.000030,0.000039,0.000069,1309328,8932384
0.100000,315000,0.445801,0.000034,0.000040,0.000069,1350632,9061440
0.100000,320000,0.453961,0.000031,0.000040,0.000068,1362336,9214176
0.100000,325000,0.470802,0.000038,0.000047,0.000070,1380080,9362080
0.100000,330000,0.481947,0.000021,0.000039,0.000070,1407744,9502048
0.100000,335000,0.489393,0.000020,0.000041,0.000069,1413568,9659488
0.100000,340000,0.488217,0.000021,0.000036,0.000066,1435592,9803968
0.100000,345000,0.496202,0.000020,0.000040,0.000065,1472696,9936384
0.100000,350000,0.507577,0.000020,0.000038,0.000066,1485080,10088576
0.100000,355000,0.526042,0.000021,0.000039,0.000066,1512528,10228768
0.100000,360000,0.559883,0.000022,0.000038,0.000066,1542792,10366656
0.100000,365000,0.552890,0.000040,0.000046,0.000066,1560856,10514304
0.100000,370000,0.571324,0.000027,0.000041,0.000066,1586360,10656000
0.100000,375000,0.584531,0.000023,0.000038,0.000066,1602424,10805248
0.100000,380000,0.609134,0.000044,0.000048,0.000067,1643648,10934368
0.100000,385000,0.623981,0.000037,0.000045,0.000066,1656312,11086336
0.100000,390000,0.638475,0.000021,0.000039,0.000065,1681696,11228128
0.100000,395000,0.655280,0.000037,0.000044,0.000067,1709344,11368160
0.100000,400000,0.668041,0.000023,0.000039,0.000067,1717488,11523744
0.100000,405000,0.679124,0.000023,0.000039,0.000067,1742152,11666112
0.100000,410000,0.700931,0.000023,0.000038,0.000067,1767376,11808032
0.100000,415000,0.716492,0.000027,0.000041,0.000066,1797680,11945888
0.100000,420000,0.737014,0.000036,0.000048,0.000067,1805664,12101600
0.100000,425000,0.753398,0.000035,0.000044,0.000067,1833928,12241088
0.100000,430000,0.757935,0.000023,0.000041,0.000066,1838352,12399648
0.100000,435000,0.785631,0.000026,0.000041,0.000067,1877496,12530432
0.100000,440000,0.807615,0.000045,0.000049,0.000067,1915840,12661856
0.100000,445000,0.826111,0.000037,0.000045,0.000067,1919648,12820960
0.100000,450000,0.843768,0.000050,0.000043,0.000066,1954032,12955552
0.100000,455000,0.866773,0.000055,0.000060,0.000067,1971536,13103648
0.100000,460000,0.882191,0.000038,0.000046,0.000068,1998960,13243808
0.100000,465000,0.898518,0.000035,0.000041,0.000067,2013944,13393920
0.100000,470000,0.951809,0.000037,0.000047,0.000068,2052728,13524992
0.100000,475000,0.946859,0.000035,0.000046,0.000067,2068552,13674432
0.100000,480000,0.947837,0.000040,0.000046,0.000067,2083056,13824928
0.100000,485000,0.987556,0.000038,0.000049,0.000068,2111424,13964384
0.100000,490000,0.994280,0.000047,0.000050,0.000067,2130648,14111104
0.100000,495000,1.016195,0.000034,0.000045,0.000066,2155432,14253376
0.100000,500000,1.032173,0.000036,0.000046,0.000068,2167656,14405696
0.100000,505000,1.051180,0.000055,0.000047,0.000067,2192480,14547936
0.100000,510000,1.066196,0.000042,0.000049,0.000068,2211264,14695008
0.100000,515000,1.094265,0.000033,0.000048,0.000070,2251408,14824992
0.100000,520000,1.073405,0.000071,0.000043,0.000065,2265312,14975968
0.100000,525000,0.955588,0.000060,0.000217,0.000112,2275536,15118880
0.100000,530000,0.995690,0.000033,0.000044,0.000064,2291912,15267776
0.100000,535000,0.991804,0.000037,0.000046,0.000064,2313728,15412320
0.100000,540000,1.027340,0.000034,0.000044,0.000064,2350840,15544576
0.100000,545000,1.048784,0.000040,0.000082,0.000091,2352560,15705248
0.100000,550000,1.045320,0.000034,0.000044,0.000063,2379656,15845568
0.100000,555000,1.062783,0.000033,0.000044,0.000064,2400312,15991040
0.100000,560000,1.089225,0.000034,0.000045,0.000063,2427248,16131488
0.100000,565000,1.124386,0.000036,0.000045,0.000064,2459264,16267872
0.100000,570000,1.145393,0.000035,0.000047,0.000064,2502080,16395616
0.100000,575000,1.146948,0.000039,0.000046,0.000065,2501616,16557984
0.100000,580000,1.169485,0.000041,0.000046,0.000064,2529776,16697504
0.100000,585000,1.186996,0.000034,0.000045,0.000063,2538392,16852608
0.100000,590000,1.205127,0.000034,0.000047,0.000064,2577144,16983552
0.100000,595000,1.229074,0.000033,0.000043,0.000064,2597664,17129184
0.100000,600000,1.239339,0.000064,0.000048,0.000068,2605336,17284992
0.100000,605000,1.257530,0.000034,0.000044,0.000064,2621312,17434208
0.100000,610000,1.307546,0.000057,0.000049,0.000063,2671072,17556448
0.100000,615000,1.308566,0.000034,0.000046,0.000064,2687888,17704992
0.100000,620000,1.323551,0.000053,0.000045,0.000064,2697064,17859648
0.100000,625000,1.363149,0.000035,0.000047,0.000064,2734040,17992064
0.100000,630000,1.380445,0.000060,0.000046,0.000065,2745616,18144800
0.100000,635000,1.379904,0.000038,0.000041,0.000063,2756992,18297696
0.100000,640000,1.429257,0.000073,0.000053,0.000065,2801592,18424064
0.100000,645000,1.452697,0.000037,0.000046,0.000065,2807608,18581248
0.100000,650000,1.470346,0.000035,0.000049,0.000064,2838200,18718720
0.100000,655000,1.482275,0.000061,0.000047,0.000065,2852576,18869216
0.100000,660000,1.505586,0.000023,0.000052,0.000065,2883872,19006176
0.100000,665000,1.552209,0.000023,0.000045,0.000065,2898328,19156608
0.100000,670000,1.536581,0.000025,0.000044,0.000065,2922584,19299200
0.100000,675000,1.578502,0.000031,0.000043,0.000066,2962384,19429408
0.100000,680000,1.587535,0.000033,0.000046,0.000065,2969400,19585792
0.100000,685000,1.596198,0.000034,0.000046,0.000063,2996936,19725760
0.100000,690000,1.549166,0.000033,0.000044,0.000063,3010152,19877184
0.100000,695000,1.581910,0.000035,0.000044,0.000064,3035928,20018560
0.100000,700000,1.614554,0.000036,0.000050,0.000063,3044520,20173632
0.100000,705000,1.635222,0.000042,0.000049,0.000063,3097960,20292928
0.100000,710000,1.679044,0.000034,0.000044,0.000062,3126576,20432032
0.100000,715000,1.697485,0.000022,0.000043,0.000063,3127432,20593344
0.100000,720000,1.706139,0.000045,0.000048,0.000064,3169968,20721312
0.100000,725000,1.747665,0.000075,0.000054,0.000063,3184024,20872064
0.100000,730000,1.737248,0.000041,0.000043,0.000062,3209480,21013696
0.100000,735000,1.778437,0.000024,0.000045,0.000063,3230576,21158816
0.100000,740000,1.785571,0.000052,0.000046,0.000063,3229736,21321536
0.100000,745000,1.822870,0.000040,0.000045,0.000062,3250352,21467040
0.100000,750000,1.848180,0.000056,0.000050,0.000064,3304944,21585312
0.100000,755000,1.883889,0.000055,0.000051,0.000063,3296344,21754240
0.100000,760000,1.895104,0.000035,0.000047,0.000063,3333816,21886208
0.100000,765000,1.922120,0.000045,0.000044,0.000063,3341072,22042400
0.100000,770000,1.932719,0.000053,0.000045,0.000063,3374152,22177984
0.100000,775000,1.959034,0.000061,0.000048,0.000064,3404408,22315776
0.100000,780000,2.007895,0.000065,0.000048,0.000065,3420744,22464704
0.100000,785000,2.030507,0.000043,0.000048,0.000063,3441400,22610176
0.100000,790000,2.049909,0.000057,0.000050,0.000064,3482296,22739456
0.100000,795000,2.065815,0.000032,0.000043,0.000064,3476792,22905856
0.100000,800000,2.090881,0.000078,0.000051,0.000063,3518712,23034368
0.100000,805000,2.134707,0.000050,0.000047,0.000065,3529528,23187712
0.100000,810000,2.142172,0.000055,0.000047,0.000064,3556800,23327840
0.100000,815000,2.167126,0.000088,0.000059,0.000064,3581696,23469920
0.100000,820000,2.211767,0.000036,0.000049,0.000064,3611272,23608256
0.100000,825000,2.229823,0.000055,0.000048,0.000064,3606128,23774368
0.100000,830000,2.272279,0.000032,0.000050,0.000062,3652624,23899168
0.100000,835000,2.265027,0.000026,0.000045,0.000063,3658464,24056544
0.100000,840000,2.297758,0.000055,0.000049,0.000066,3694320,24189856
0.100000,845000,2.338197,0.000038,0.000051,0.000064,3738976,24316128
0.100000,850000,2.370485,0.000047,0.000049,0.000064,3760192,24461152
0.100000,855000,2.384144,0.000054,0.000047,0.000063,3770528,24614880
0.100000,860000,2.410431,0.000057,0.000049,0.000063,3785720,24764672
0.100000,865000,2.454068,0.000054,0.000046,0.000065,3803840,24912224
0.100000,870000,2.492091,0.000058,0.000050,0.000064,3839696,25045536
0.100000,875000,2.497946,0.000031,0.000046,0.000063,3831432,25214144
0.100000,880000,2.524440,0.000102,0.000048,0.000066,3871848,25343808
0.100000,885000,2.603125,0.000079,0.000052,0.000081,3888584,25492416
0.100000,890000,2.585506,0.000050,0.000050,0.000066,3901160,25644352
0.100000,895000,2.647203,0.000054,0.000048,0.000065,3963696,25756320
0.100000,900000,2.644907,0.000070,0.000054,0.000066,3963616,25918432
0.100000,905000,2.676278,0.000052,0.000050,0.000066,3975152,26071200
0.100000,910000,2.701508,0.000054,0.000051,0.000065,4002024,26211648
0.100000,915000,2.727035,0.000054,0.000051,0.000067,4018864,26360224
0.100000,920000,2.774055,0.000067,0.000056,0.000065,4032096,26511584
0.100000,925000,2.807426,0.000057,0.000055,0.000066,4078752,26636256
0.100000,930000,2.817482,0.000069,0.000054,0.000066,4081672,26795968
0.100000,935000,2.884984,0.000062,0.000051,0.000066,4119008,26928096
0.100000,940000,2.889874,0.000058,0.000053,0.000066,4152064,27063648
0.100000,945000,2.922204,0.000080,0.000054,0.000067,4152680,27225152
0.100000,950000,2.967429,0.000114,0.000055,0.000066,4184176,27361952
0.100000,955000,2.977227,0.000061,0.000052,0.000065,4196552,27514048
0.100000,960000,2.995374,0.000061,0.000106,0.000066,4216552,27660096
0.100000,965000,3.033895,0.000036,0.000049,0.000067,4260808,27786688
0.100000,970000,3.073139,0.000100,0.000050,0.000066,4270120,27941184
0.100000,975000,3.149067,0.000059,0.000052,0.000069,4325936,28058528
0.100000,980000,3.122521,0.000049,0.000049,0.000066,4314792,28229440
0.100000,985000,3.184322,0.000038,0.000055,0.000066,4347248,28365472
0.100000,990000,3.345632,0.000048,0.000055,0.000066,4377744,28503072
0.100000,995000,3.299836,0.000057,0.000052,0.000069,4414384,28636512
0.100000,1000000,3.452657,0.000069,0.000050,0.000068,4441456,28780128
0.200000,5000,0.000724,0.000014,0.000030,0.000056,25816,129728
0.200000,10000,0.002049,0.000014,0.000032,0.000057,62096,255968
0.200000,15000,0.004054,0.000014,0.000029,0.000057,95088,386176
0.200000,20000,0.006160,0.000014,0.000031,0.000058,131536,512032
0.200000,25000,0.009389,0.000015,0.000034,0.000058,167280,639360
0.200000,30000,0.012985,0.000014,0.000034,0.000058,202032,767616
0.200000,35000,0.013558,0.000015,0.000029,0.000049,237584,895904
0.200000,40000,0.017090,0.000015,0.000029,0.000049,266832,1029792
0.200000,45000,0.021532,0.000016,0.000030,0.000049,310128,1149632
0.200000,50000,0.026709,0.000016,0.000030,0.000049,352704,1272160
0.200000,55000,0.031599,0.000030,0.000036,0.000049,388336,1406112
0.200000,60000,0.036997,0.000021,0.000034,0.000049,428592,1536416
0.200000,65000,0.043094,0.000017,0.000033,0.000049,472408,1663872
0.200000,70000,0.052230,0.000017,0.000034,0.000060,519224,1786880
0.200000,75000,0.058673,0.000016,0.000034,0.000060,555008,1920608
0.200000,80000,0.066510,0.000018,0.000034,0.000061,605208,2042752
0.200000,85000,0.075100,0.000023,0.000038,0.000061,640776,2176704
0.200000,90000,0.083025,0.000017,0.000033,0.000061,686176,2302688
0.200000,95000,0.091911,0.000018,0.000035,0.000060,727360,2432096
0.200000,100000,0.102281,0.000026,0.000039,0.000060,763808,2565344
0.200000,105000,0.112267,0.000022,0.000036,0.000061,808648,2691776
0.200000,110000,0.123337,0.000017,0.000038,0.000061,861352,2811968
0.200000,115000,0.132054,0.000017,0.000036,0.000061,894856,2947520
0.200000,120000,0.144883,0.000017,0.000035,0.000061,944160,3070432
0.200000,125000,0.157073,0.000028,0.000039,0.000061,986448,3199008
0.200000,130000,0.168237,0.000020,0.000038,0.000061,1026288,3329440
0.200000,135000,0.164824,0.000021,0.000041,0.000061,1071816,3451840
0.200000,140000,0.177527,0.000024,0.000039,0.000061,1123728,3572512
0.200000,145000,0.188793,0.000018,0.000038,0.000060,1154544,3710112
0.200000,150000,0.198739,0.000023,0.000041,0.000061,1195096,3839872
0.200000,155000,0.212533,0.000030,0.000043,0.000061,1239912,3966272
0.200000,160000,0.225900,0.000026,0.000042,0.000061,1277944,4098048
0.200000,165000,0.238325,0.000022,0.000038,0.000061,1312440,4232704
0.200000,170000,0.255221,0.000028,0.000042,0.000060,1373192,4346304
0.200000,175000,0.271010,0.000019,0.000039,0.000060,1409488,4479520
0.200000,180000,0.284127,0.000021,0.000041,0.000061,1442600,4615232
0.200000,185000,0.299613,0.000021,0.000042,0.000061,1486872,4742016
0.200000,190000,0.315782,0.000021,0.000041,0.000065,1534328,4866304
0.200000,195000,0.332978,0.000024,0.000044,0.000061,1587800,4985728
0.200000,200000,0.350498,0.000023,0.000045,0.000061,1632312,5112320
0.200000,205000,0.366431,0.000021,0.000041,0.000061,1662568,5250368
0.200000,210000,0.383422,0.000035,0.000049,0.000062,1702400,5380704
0.200000,215000,0.404433,0.000021,0.000040,0.000061,1753472,5502048
0.200000,220000,0.430800,0.000032,0.000048,0.000061,1795608,5630592
0.200000,225000,0.452930,0.000041,0.000050,0.000061,1841320,5756224
0.200000,230000,0.508905,0.000065,0.000052,0.000061,1874552,5891840
0.200000,235000,0.482925,0.000036,0.000049,0.000061,1932552,6007744
0.200000,240000,0.506716,0.000036,0.000051,0.000060,1971184,6139040
0.200000,245000,0.526424,0.000035,0.000049,0.000064,2009176,6270848
0.200000,250000,0.600469,0.000034,0.000049,0.000061,2063672,6389504
0.200000,255000,0.568230,0.000046,0.000050,0.000062,2081064,6537792
0.200000,260000,0.638160,0.000039,0.000055,0.000062,2141216,6651872
0.200000,265000,0.570679,0.000039,0.000053,0.000062,2162608,6790816
0.200000,270000,0.594374,0.000062,0.000053,0.000061,2200152,6922880
0.200000,275000,0.647629,0.000035,0.000051,0.000063,2258616,7038208
0.200000,280000,0.624665,0.000035,0.000050,0.000061,2277040,7185568
0.200000,285000,0.651334,0.000046,0.000052,0.000062,2351824,7287840
0.200000,290000,0.724835,0.000115,0.000059,0.000065,2397648,7413280
0.200000,295000,0.755623,0.000059,0.000056,0.000071,2428792,7550464
0.200000,300000,0.774893,0.000061,0.000057,0.000064,2466480,7682464
0.200000,305000,0.777896,0.000060,0.000054,0.000065,2507600,7811616
0.200000,310000,0.800653,0.000043,0.000056,0.000066,2566088,7926976
0.200000,315000,0.824029,0.000032,0.000051,0.000065,2580352,8077664
0.200000,320000,0.849418,0.000034,0.000051,0.000066,2645456,8187680
0.200000,325000,0.951552,0.000041,0.000096,0.000065,2686280,8317120
0.200000,330000,0.951637,0.000037,0.000058,0.000126,2703864,8465152
0.200000,335000,0.958152,0.000031,0.000054,0.000066,2769008,8575136
0.200000,340000,1.006572,0.000040,0.000049,0.000065,2804992,8708448
0.200000,345000,1.018212,0.000038,0.000050,0.000065,2854416,8831008
0.200000,350000,1.079188,0.000037,0.000052,0.000066,2884800,8968800
0.200000,355000,1.048316,0.000066,0.000054,0.000066,2940648,9086272
0.200000,360000,1.071830,0.000039,0.000049,0.000066,2978672,9217952
0.200000,365000,1.121480,0.000061,0.000063,0.000065,3018056,9348544
0.200000,370000,1.128502,0.000038,0.000050,0.000066,3073600,9466208
0.200000,375000,1.165759,0.000050,0.000055,0.000065,3122744,9588992
0.200000,380000,1.193504,0.000039,0.000053,0.000066,3154248,9725888
0.200000,385000,1.225424,0.000061,0.000052,0.000066,3207832,9845120
0.200000,390000,1.254221,0.000035,0.000054,0.000066,3228216,9990912
0.200000,395000,1.294195,0.000050,0.000055,0.000066,3279744,10111840
0.200000,400000,1.317517,0.000037,0.000053,0.000066,3318048,10243296
0.200000,405000,1.348529,0.000072,0.000055,0.000066,3362792,10369600
0.200000,410000,1.389612,0.000048,0.000053,0.000066,3409896,10494016
0.200000,415000,1.413504,0.000029,0.000053,0.000066,3444280,10628608
0.200000,420000,1.452603,0.000064,0.000059,0.000066,3500424,10745792
0.200000,425000,1.506050,0.000059,0.000060,0.000065,3548288,10869600
0.200000,430000,1.523207,0.000049,0.000062,0.000067,3592272,10996512
0.200000,435000,1.544818,0.000037,0.000058,0.000067,3613136,11141920
0.200000,440000,1.588145,0.000072,0.000061,0.000066,3670280,11258304
0.200000,445000,1.615955,0.000094,0.000061,0.000067,3692848,11402400
0.200000,450000,1.678794,0.000061,0.000063,0.000067,3765512,11506368
0.200000,455000,1.695170,0.000094,0.000064,0.000067,3790416,11648544
0.200000,460000,1.763481,0.000125,0.000104,0.000084,3828960,11779808
0.200000,465000,1.899897,0.000111,0.000062,0.000067,3887144,11895360
0.200000,470000,1.823908,0.000078,0.000079,0.000066,3921168,12030240
0.200000,475000,1.857660,0.000080,0.000061,0.000066,3958952,12162112
0.200000,480000,1.887111,0.000044,0.000061,0.000067,3983056,12304928
0.200000,485000,1.939747,0.000101,0.000065,0.000070,4047184,12415776
0.200000,490000,2.094915,0.000038,0.000066,0.000070,4096088,12538752
0.200000,495000,2.132038,0.000041,0.000078,0.000070,4122112,12680032
0.200000,500000,2.226912,0.000046,0.000077,0.000093,4171216,12802848
0.200000,505000,2.445116,0.000083,0.000067,0.000071,4244224,12915456
0.200000,510000,2.333866,0.000038,0.000062,0.000070,4292880,13044768
0.200000,515000,2.357142,0.000065,0.000069,0.000075,4328048,13183072
0.200000,520000,2.487350,0.000067,0.000069,0.000075,4381120,13309440
0.200000,525000,2.229165,0.000040,0.000067,0.000073,4416928,13438144
0.200000,530000,2.285375,0.000041,0.000062,0.000074,4474096,13561696
0.200000,535000,2.328951,0.000041,0.000069,0.000073,4523920,13690144
0.200000,540000,2.393696,0.000042,0.000072,0.000074,4578288,13815520
0.200000,545000,2.411455,0.000040,0.000070,0.000074,4627744,13944256
0.200000,550000,2.454465,0.000177,0.000079,0.000073,4654528,14088064
0.200000,555000,2.566225,0.000175,0.000077,0.000074,4707088,14214688
0.200000,560000,2.570233,0.000105,0.000072,0.000073,4733680,14358624
0.200000,565000,2.611280,0.000090,0.000071,0.000074,4819216,14463264
0.200000,570000,2.640172,0.000062,0.000068,0.000074,4870336,14590848
0.200000,575000,2.669069,0.000098,0.000067,0.000074,4906672,14728288
0.200000,580000,2.724370,0.000162,0.000073,0.000075,4974224,14844960
0.200000,585000,2.787906,0.000111,0.000074,0.000075,5024960,14972800
0.200000,590000,2.808805,0.000053,0.000075,0.000074,5074720,15101248
0.200000,595000,2.870501,0.000087,0.000070,0.000074,5128064,15227392
0.200000,600000,2.917763,0.000076,0.000072,0.000075,5180416,15354112
0.200000,605000,2.960826,0.000117,0.000072,0.000126,5211472,15495072
0.200000,610000,3.062427,0.000086,0.000073,0.000076,5279072,15611712
0.200000,615000,3.039477,0.000100,0.000074,0.000075,5308592,15753696
0.200000,620000,3.120507,0.000090,0.000078,0.000076,5344928,15891136
0.200000,625000,3.187229,0.000089,0.000074,0.000075,5391008,16022080
0.200000,630000,3.202755,0.000098,0.000070,0.000073,5445392,16147488
0.200000,635000,3.242446,0.000101,0.000070,0.000076,5522480,16257760
0.200000,640000,3.314935,0.000126,0.000077,0.000075,5591472,16373472
0.200000,645000,3.401958,0.000105,0.000145,0.000077,5626656,16511680
0.200000,650000,3.417468,0.000117,0.000071,0.000075,5646560,16660032
0.200000,655000,3.478392,0.000063,0.000066,0.000074,5740448,16759104
0.200000,660000,3.516536,0.000060,0.000074,0.000075,5775104,16897664
0.200000,665000,3.592954,0.000070,0.000070,0.000076,5824064,17026688
0.200000,670000,3.645570,0.000102,0.000076,0.000079,5874032,17155040
0.200000,675000,3.684261,0.000050,0.000064,0.000076,5932512,17277760
0.200000,680000,3.756989,0.000072,0.000067,0.000075,5983200,17405632
0.200000,685000,3.802143,0.000077,0.000069,0.000076,6033888,17533504
0.200000,690000,3.888402,0.000063,0.000065,0.000076,6103728,17648608
0.200000,695000,3.901854,0.000074,0.000071,0.000077,6124032,17796736
0.200000,700000,3.936810,0.000063,0.000072,0.000075,6167072,17929664
0.200000,705000,4.070136,0.000082,0.000071,0.000077,6205536,18065728
0.200000,710000,4.143293,0.000061,0.000070,0.000075,6312144,18156320
0.200000,715000,4.116733,0.000097,0.000074,0.000077,6340224,18299264
0.200000,720000,4.223732,0.000083,0.000071,0.000075,6393984,18425088
0.200000,725000,4.424618,0.000190,0.000154,0.000138,6420816,18568864
0.200000,730000,4.517437,0.000124,0.000148,0.000080,6494928,18681120
0.200000,735000,4.623903,0.000044,0.000071,0.000076,6501264,18838560
0.200000,740000,4.395685,0.000041,0.000069,0.000077,6584464,18944800
0.200000,745000,4.486509,0.000083,0.000075,0.000075,6641632,19068352
0.200000,750000,4.530308,0.000079,0.000071,0.000077,6713664,19181952
0.200000,755000,4.593019,0.000082,0.000072,0.000078,6761728,19311616
0.200000,760000,4.662314,0.000079,0.000075,0.000075,6793776,19451872
0.200000,765000,4.722305,0.000316,0.000098,0.000080,6859728,19569568
0.200000,770000,4.866723,0.000110,0.000084,0.000133,6927280,19686240
0.200000,775000,4.930297,0.000095,0.000077,0.000076,6920512,19852416
0.200000,780000,4.918194,0.000151,0.000082,0.000084,6992800,19965888
0.200000,785000,4.911912,0.000088,0.000072,0.000073,7030336,20102528
0.200000,790000,4.763821,0.000098,0.000074,0.000072,7096912,20219808
0.200000,795000,4.806079,0.000081,0.000070,0.000073,7136944,20354784
0.200000,800000,4.851187,0.000094,0.000075,0.000073,7185728,20483968
0.200000,805000,4.806243,0.000106,0.000075,0.000070,7230368,20615872
0.200000,810000,4.734570,0.000073,0.000070,0.000070,7285456,20740768
0.200000,815000,4.783172,0.000090,0.000070,0.000070,7371760,20844896
0.200000,820000,4.845489,0.000040,0.000066,0.000071,7376032,21003712
0.200000,825000,4.909896,0.000084,0.000071,0.000069,7422256,21134560
0.200000,830000,4.923626,0.000078,0.000071,0.000070,7464304,21268192
0.200000,835000,5.027762,0.000111,0.000076,0.000070,7547696,21374304
0.200000,840000,5.113794,0.000059,0.000073,0.000069,7595696,21503968
0.200000,845000,5.071142,0.000066,0.000066,0.000066,7651328,21628544
0.200000,850000,5.031847,0.000106,0.000072,0.000128,7689536,21764736
0.200000,855000,5.156348,0.000100,0.000070,0.000066,7738544,21893728
0.200000,860000,5.288986,0.000114,0.000081,0.000068,7832464,21992736
0.200000,865000,5.179565,0.000039,0.000064,0.000066,7846208,22145280
0.200000,870000,5.180452,0.000038,0.000063,0.000065,7871936,22289792
0.200000,875000,5.246458,0.000066,0.000065,0.000066,7935488,22409088
0.200000,880000,5.296289,0.000055,0.000065,0.000068,8033936,22505120
0.200000,885000,5.468486,0.000125,0.000077,0.000070,8046224,22658592
0.200000,890000,5.749609,0.000109,0.000072,0.000070,8111696,22776608
0.200000,895000,5.873030,0.000108,0.000076,0.000069,8180576,22892352
0.200000,900000,5.901524,0.000131,0.000076,0.000070,8222400,23026176
